exon	frequency	size	mean_expression	read_counts	psi_mean	psi_binary
Apbb2_1	0.28979951647751273	0.3125848656137896	0.6160822329897884	0.1825637258270161	0.07301587301587298	1.1895840668738367
Aplp2_2	0.4549989112221996	0.7722522532523296	1.0309216979563764	0.6902759209115225	0.13414416239511062	0.17435338714477755
Apobec3_2	0.3815983818930816	0.725590122974152	1.303384313998048	0.856679912564072	0.07824980571702606	-0.9668430110369866
Arhgap12_1	0.19253077508913838	1.1545676002826664	0.5545045768235137	0.24023433022111634	0.12087912087912084	1.2039728043259361
Arhgap12_9	0.19253077508913838	1.1545676002826664	0.5545045768235137	0.2600283906599663	0.061229314420803704	1.308332819650179
Arl13b_3	0.08445242379531175	0.4958480355408978	0.2873603113858801	0.10389613386872243	0.23809523809523814	2.564949357461537
Armcx1_2	0.5300256765177754	0.3299972379070122	0.8053134893787455	0.3595107378332806	0.02686349598114307	0.9718605830289656
Armcx1_3	0.5300256765177754	0.3299972379070122	0.8053134893787455	0.3543507426943807	0.023348304839176937	1.1451323043030024
Armcx1_4	0.5300256765177754	0.3299972379070122	0.8053134893787455	0.32574488348507885	0.2082166199813259	1.6817585740137264
Armcx1_5	0.5300256765177754	0.3299972379070122	0.8053134893787455	0.41104305434238564	0.08615482877777958	0.9509762898620452
